"lineage","country_count"
"B.1.465","['(Portugal,1)', '(Sweden,1)', '(Canada,1)', '(France,2)', '(Denmark,11)', '(Netherlands,3)', '(United Kingdom,182)', '(Finland,18)', '(Australia,1)', '(Japan,1)', '(Spain,1)', '(Estonia,1)', '(Germany,2)', '(India,5)', '(Austria,22)']"
"B.1.466","['(United Kingdom,2)', '(Denmark,1)', '(United Arab Emirates,1)', '(Switzerland,1)', '(Belgium,1)', '(Canada,1)', '(Italy,5)', '(Nigeria,1)', '(Egypt,10)', '(Germany,2)', '(Indonesia,1)', '(Sweden,6)', '(Saudi Arabia,1)', '(Jordan,2)', '(Malaysia,1)']"
"B.1.466.1","['(United Kingdom,16)', '(Estonia,1)', '(USA,29)', '(Germany,5)', '(Qatar,2)', '(Egypt,1)', '(France,3)', '(Togo,1)', '(Philippines,23)', '(Israel,2)', '(Norway,2)', '(Australia,1)', '(Denmark,4)', '(Switzerland,2)', '(United Arab Emirates,6)', '(Netherlands,2)', '(Canada,1)', '(Bangladesh,3)']"
"B.1.466.2","['(Bahrain,1)', '(Cambodia,4)', '(Japan,23)', '(Spain,2)', '(Hong Kong,1)', '(USA,5)', '(Singapore,59)', '(Austria,1)', '(Philippines,2)', '(South Korea,3)', '(Papua New Guinea,6)', '(India,1)', '(Portugal,4)', '(Malaysia,30)', '(Denmark,7)', '(Germany,3)', '(Indonesia,466)', '(Australia,19)', '(Sint Maarten,1)', '(United Kingdom,6)']"
"B.1.467","['(United Kingdom,3)', '(Switzerland,8)', '(Nigeria,11)']"
"B.1.468","['(Malaysia,2)', '(Cambodia,3)', '(Saudi Arabia,13)', '(Germany,2)', '(Hong Kong,7)', '(Australia,1)', '(Lithuania,1)', '(United Kingdom,6)', '(Iran,1)', '(India,20)', '(USA,3)', '(Finland,1)', '(Japan,2)', '(Singapore,24)', '(South Korea,1)', '(Canada,3)', '(Indonesia,65)']"
"B.1.469","['(Netherlands,2)', '(Denmark,21)', '(Egypt,3)', '(Norway,3)', '(Israel,2)', '(Turkey,62)', '(United Kingdom,76)', '(Japan,1)', '(Indonesia,6)', '(Sweden,9)', '(India,8)', '(Portugal,3)', '(Singapore,3)', '(France,2)', '(Colombia,3)', '(Italy,4)', '(Russia,1)', '(Spain,7)', '(Canada,3)', '(Belgium,1)', '(Switzerland,8)', '(USA,5)', '(Australia,2)', '(Germany,58)']"
"B.1.470","['(Germany,1)', '(Ireland,2)', '(South Korea,23)', '(Iceland,1)', '(Taiwan,2)', '(USA,2)', '(Hong Kong,12)', '(Switzerland,1)', '(Singapore,25)', '(Australia,2)', '(Sint Maarten,2)', '(Malaysia,40)', '(China,2)', '(Japan,17)', '(Turkey,8)', '(United Kingdom,2)', '(Indonesia,410)']"
"B.1.471","['(Pakistan,22)', '(New Zealand,7)', '(Saudi Arabia,11)', '(Hong Kong,3)', '(Norway,19)', '(Canada,8)', '(USA,13)', '(Australia,3)', '(United Kingdom,228)', '(Japan,3)', '(Germany,7)', '(Singapore,1)', '(Egypt,1)', '(Argentina,1)', '(Denmark,19)', '(Nigeria,1)']"
"B.1.473","['(Denmark,2)', '(Spain,1)', '(USA,31)', '(United Kingdom,1)', '(Austria,1)', '(Germany,1)', '(France,1)', '(Switzerland,10)']"
"B.1.474","['(Luxembourg,91)', '(United Kingdom,5)', '(Greece,4)', '(Belgium,1)', '(Switzerland,12)', '(Norway,1)', '(USA,1)', '(France,32)', '(Croatia,4)', '(Sweden,230)', '(Denmark,81)', '(Japan,1)', '(Germany,1)', '(Mexico,1)', '(Finland,2)']"
"B.1.475","['(Germany,7)']"
"B.1.476","['(Cote d\'Ivoire,5)', '(Nigeria,1)', '(USA,1)', '(India,2)']"
"B.1.478","['(Haiti,3)', '(Canada,1)', '(USA,75)']"
"B.1.479","['(USA,25)']"
"B.1.480","['(Netherlands,3)', '(Norway,9)', '(Somalia,3)', '(Croatia,2)', '(Denmark,134)', '(Turkey,3)', '(United Kingdom,22)', '(Germany,31)', '(USA,18)', '(Guinea Bissau,1)', '(Israel,5)', '(Japan,1)', '(Australia,18)', '(Austria,1)', '(Philippines,1)', '(Ethiopia,5)', '(Canada,6)', '(Spain,1)', '(Sweden,46)', '(Switzerland,5)']"
"B.1.482","['(Cote d\'Ivoire,3)', '(Ghana,1)', '(Japan,2)', '(France,3)']"
"B.1.483","['(USA,9)']"
"B.1.485","['(Italy,1)', '(USA,62)']"
"B.1.486","['(Canada,1)', '(USA,9)']"
"B.1.487","['(Mexico,1)', '(USA,42)']"
"B.1.488","['(Denmark,1)', '(USA,3)', '(Honduras,1)', '(Sweden,4)']"
"B.1.489","['(USA,1)', '(Mexico,1)', '(United Kingdom,21)', '(Norway,2)']"
"B.1.490","['(Finland,10)']"
"B.1.491","['(USA,1)', '(United Kingdom,18)']"
"B.1.492","['(USA,59)', '(India,1)']"
"B.1.493","['(USA,26)']"
"B.1.494","['(USA,26)']"
"B.1.495","['(USA,108)']"
"B.1.496","['(Greece,1)', '(USA,5)']"
"B.1.497","['(Switzerland,1)', '(South Korea,2967)', '(Japan,1)', '(Spain,1)', '(Turkey,1)', '(USA,1)']"
"B.1.498","['(Argentina,3)', '(USA,39)', '(Brazil,1)', '(Denmark,4)']"
"B.1.499","['(Japan,3)', '(United Kingdom,2)', '(Philippines,1)', '(Denmark,1)', '(USA,7)', '(Indonesia,1)', '(Hong Kong,6)', '(Paraguay,4)', '(Argentina,703)', '(Mexico,6)', '(Sweden,1)', '(Netherlands,1)', '(Spain,5)', '(Canada,3)']"
"B.1.499.1","['(USA,6)']"
"B.15","['(Ireland,1)', '(China,5)', '(United Kingdom,55)']"
"B.1.500","['(USA,15)']"
"B.1.501","['(USA,119)']"
"B.1.502","['(USA,19)']"
"B.1.503","['(Norway,1)', '(Mexico,1)', '(USA,258)', '(United Kingdom,1)']"
"B.1.504","['(United Kingdom,3)', '(Palestine,1)', '(Israel,27)']"
"B.1.505","['(Canada,157)', '(United Kingdom,34)', '(Austria,1)', '(Israel,14)', '(Turkey,1)']"
"B.1.506","['(USA,35)', '(Canada,1)']"
"B.1.507","['(USA,80)']"
"B.1.508","['(USA,38)']"
"B.1.509","['(USA,881)', '(Switzerland,18)', '(United Kingdom,2)', '(Canada,14)', '(France,2)', '(Denmark,3)', '(Liechtenstein,1)', '(New Zealand,3)', '(South Korea,2)']"
"B.1.510","['(Denmark,6)', '(Iceland,3)', '(Norway,2)', '(Germany,1)', '(Austria,1)', '(Canada,6)', '(Sweden,3)', '(USA,1)', '(Panama,1)', '(Poland,5)']"
"B.1.511","['(USA,24)', '(Turkey,1)']"
"B.1.513","['(Switzerland,1)', '(USA,5)', '(Ireland,1)', '(Denmark,3)', '(Russia,1)', '(Germany,8)', '(United Kingdom,1)', '(Austria,53)']"
"B.1.515","['(USA,64)', '(Italy,1)']"
"B.1.516","['(India,2)', '(USA,486)']"
"B.1.517","['(United Kingdom,1)', '(USA,1806)', '(Japan,1)', '(South Africa,1)', '(Italy,1)', '(Canada,12)', '(Australia,1)', '(Guadeloupe,1)']"
"B.1.517.1","['(Australia,174)', '(USA,2)']"
"B.1.518","['(Qatar,1)', '(USA,28)']"
"B.1.520","['(Canada,2)', '(Germany,13)', '(Switzerland,1)', '(United Kingdom,3)', '(Sweden,6)', '(USA,3)', '(Norway,1)', '(Greece,1)', '(Romania,1)', '(India,1)']"
"B.1.521","['(Canada,7)', '(USA,165)', '(Australia,1)']"
"B.1.523","['(USA,14)', '(New Zealand,3)', '(Saudi Arabia,1)', '(Denmark,80)', '(Turkey,8)', '(United Kingdom,180)', '(Canada,64)', '(Finland,3)', '(Switzerland,3)', '(India,7)', '(Australia,10)', '(United Arab Emirates,1)', '(Germany,1)', '(Netherlands,6)', '(Pakistan,1)']"
"B.1.524","['(Turkey,27)', '(USA,9)', '(India,7)', '(Belgium,4)', '(Germany,5)', '(Thailand,7)', '(United Kingdom,2)', '(Sweden,1)', '(Netherlands,1)', '(Cambodia,1)', '(Japan,2)', '(Indonesia,5)', '(Israel,1)', '(Australia,3)', '(South Africa,43)', '(Malaysia,335)', '(Singapore,92)', '(New Zealand,3)', '(Philippines,11)']"
"B.1.525","['(South Korea,2)', '(Luxembourg,45)', '(Latvia,1)', '(Cameroon,3)', '(Portugal,13)', '(Singapore,9)', '(Mayotte,2)', '(Indonesia,4)', '(Gabon,1)', '(Qatar,1)', '(Guadeloupe,2)', '(Argentina,1)', '(Philippines,4)', '(Nigeria,204)', '(Angola,1)', '(Belgium,58)', '(Rwanda,5)', '(Israel,15)', '(Turkey,44)', '(Slovenia,50)', '(United Kingdom,431)', '(Ghana,30)', '(Canada,923)', '(Spain,132)', '(Brazil,1)', '(France,523)', '(Aruba,1)', '(Japan,16)', '(Costa Rica,4)', '(Sweden,8)', '(Niger,6)', '(Ireland,60)', '(Italy,293)', '(Tunisia,1)', '(Cote d\'Ivoire,10)', '(Netherlands,52)', '(Norway,80)', '(Austria,17)', '(Greece,2)', '(Russia,1)', '(Guinea,5)', '(Finland,8)', '(Belarus,1)', '(Poland,9)', '(Reunion,3)', '(Switzerland,51)', '(Morocco,1)', '(Gambia,1)', '(South Africa,2)', '(Jordan,2)', '(Malta,12)', '(Germany,614)', '(Bangladesh,13)', '(USA,1057)', '(Malaysia,2)', '(Australia,12)', '(Thailand,2)', '(Togo,23)', '(India,94)', '(Denmark,611)', '(Uganda,18)', '(Sri Lanka,1)']"
"B.1.526","['(Colombia,1)', '(Germany,25)', '(Ireland,6)', '(Chile,5)', '(Grenada,1)', '(Hong Kong,1)', '(Spain,68)', '(South Korea,4)', '(Ecuador,71)', '(USA,20323)', '(Sint Maarten,6)', '(Lithuania,1)', '(Israel,9)', '(Italy,2)', '(Costa Rica,2)', '(Singapore,6)', '(Australia,4)', '(Argentina,7)', '(Canada,72)', '(United Kingdom,15)', '(Mexico,15)', '(Portugal,2)', '(Netherlands,2)', '(Sweden,3)', '(Austria,2)', '(France,7)', '(Croatia,4)', '(Aruba,80)', '(Switzerland,5)']"
"B.1.526.1","['(Curacao,1)', '(USA,8407)', '(France,1)', '(Belgium,1)', '(Poland,1)', '(Russia,3)', '(Aruba,5)', '(Dominican Republic,2)', '(Turkey,1)', '(Guadeloupe,1)', '(Germany,1)', '(Canada,5)', '(Australia,1)', '(Singapore,1)', '(United Kingdom,20)', '(Netherlands,3)', '(Lithuania,1)', '(Finland,2)', '(Switzerland,3)', '(Grenada,1)']"
"B.1.526.2","['(Switzerland,1)', '(Denmark,8)', '(USA,9389)', '(Germany,1)', '(Romania,2)', '(Japan,4)', '(Sint Maarten,1)', '(Aruba,2)', '(United Kingdom,1)', '(Dominican Republic,1)', '(Spain,2)', '(Mexico,4)', '(Argentina,1)', '(Ghana,2)', '(Canada,2)', '(Ireland,5)']"
"B.1.526.3","['(Anguilla,1)', '(Australia,1)', '(Italy,1)', '(Ireland,1)', '(Belgium,5)', '(Canada,5)', '(Aruba,1)', '(Luxembourg,6)', '(USA,838)', '(Ecuador,14)', '(Spain,3)']"
"B.1.527","['(Denmark,3)', '(Ukraine,5)', '(Belgium,1)', '(Estonia,63)', '(Austria,4)', '(USA,13)', '(Slovenia,1)', '(Hungary,1)', '(Latvia,3)', '(Finland,11)', '(United Kingdom,9)', '(Slovakia,6)', '(Australia,1)', '(Italy,9)', '(Greece,1)', '(Netherlands,6)', '(Czech Republic,33)', '(Sweden,1)', '(Croatia,1)', '(Lithuania,3)', '(Canada,2)', '(Switzerland,3)', '(Japan,2)', '(Germany,17)']"
"B.1.528","['(Morocco,21)']"
"B.1.529","['(France,18)', '(Italy,1)']"
"B.1.530","['(Denmark,2)', '(Netherlands,1)', '(Kenya,45)', '(USA,4)', '(Japan,1)', '(Australia,2)', '(Germany,4)', '(Rwanda,1)']"
"B.1.531","['(United Kingdom,12)']"
"B.1.532","['(United Kingdom,161)']"
"B.1.533","['(Israel,1)', '(Greece,1)', '(Austria,1)', '(Finland,9)', '(United Arab Emirates,1)', '(Italy,1)', '(Japan,1)', '(Germany,1)', '(India,6)', '(Indonesia,4)', '(Sweden,2)', '(Spain,2)', '(USA,19)', '(Czech Republic,1)', '(France,4)', '(Canada,1)', '(Colombia,1)', '(United Kingdom,1)', '(Saudi Arabia,11)', '(Switzerland,13)']"
"B.1.534","['(Denmark,80)']"
"B.1.535","['(Colombia,1)', '(Australia,31)', '(Egypt,2)', '(Kenya,1)', '(Germany,1)']"
"B.1.536","['(Denmark,53)']"
"B.1.537","['(India,36)', '(USA,1)']"
"B.1.538","['(USA,2)', '(India,47)', '(Canada,11)']"
"B.1.539","['(USA,49)']"
"B.1.540","['(Germany,1)', '(Japan,1)', '(Switzerland,1)', '(India,78)', '(United Kingdom,3)', '(Panama,1)']"
"B.1.541","['(USA,193)', '(Japan,1)', '(Luxembourg,1)', '(South Korea,1)', '(Australia,1)']"
"B.1.542","['(USA,1)', '(Spain,31)', '(Luxembourg,1)', '(Indonesia,1)']"
"B.1.543","['(USA,76)', '(Canada,2)']"
"B.1.544","['(Republic of the Congo,11)', '(France,1)', '(Canada,2)', '(USA,115)', '(Burkina Faso,1)', '(Cameroon,1)', '(India,1)']"
"B.1.545","['(Poland,1)', '(India,1)', '(Israel,1)', '(France,1)', '(Turkey,1)', '(USA,3)', '(Philippines,1)', '(New Zealand,44)', '(Qatar,1)', '(Germany,1)']"
"B.1.546","['(Mexico,1)', '(USA,219)']"
"B.1.547","['(Peru,2)', '(Brazil,1)', '(Canada,17)', '(USA,1)', '(Panama,19)']"
"B.1.548","['(India,25)']"
"B.1.549","['(USA,3)', '(United Kingdom,20)', '(Canada,1)', '(Kenya,54)']"
"B.1.550","['(USA,67)']"
"B.1.551","['(India,26)', '(South Korea,1)', '(Philippines,1)', '(Canada,3)', '(New Zealand,1)', '(USA,517)', '(Zimbabwe,1)', '(Australia,4)', '(Mexico,64)', '(United Kingdom,15)', '(Germany,1)', '(South Africa,1)', '(Russia,1)', '(Cote d\'Ivoire,1)']"
"B.1.552","['(Singapore,1)', '(Iceland,1)', '(Australia,8)', '(Canada,20)', '(USA,42)']"
"B.1.554","['(Japan,1)', '(USA,78)']"
"B.1.555","['(Russia,3)', '(Germany,1)', '(India,2)', '(Ukraine,1)', '(Switzerland,4)', '(USA,10)', '(Philippines,2)', '(Mexico,1)', '(United Kingdom,4)', '(Sweden,33)', '(Portugal,1)', '(Denmark,1)', '(France,2)', '(Costa Rica,1)']"
"B.1.556","['(USA,118)', '(Mexico,1)']"
"B.1.557","['(Portugal,1)', '(Mexico,1)', '(Iceland,1)', '(Lithuania,1)', '(Peru,1)', '(USA,1)', '(Germany,1)', '(Canada,7)', '(United Kingdom,117)', '(Australia,1)']"
"B.1.558","['(Kenya,1)', '(Japan,1)', '(South Korea,1)', '(USA,129)', '(Mexico,40)']"
"B.1.559","['(United Kingdom,40)']"
"B.1.560","['(Bahrain,1)', '(Australia,1)', '(India,96)', '(Germany,2)', '(USA,2)', '(Brazil,1)']"
"B.1.561","['(USA,1545)', '(United Kingdom,1)', '(Mexico,108)', '(Peru,3)', '(Canada,22)', '(Guam,1)', '(Egypt,1)', '(Aruba,5)']"
"B.1.562","['(United Kingdom,12)', '(Pakistan,1)', '(Belgium,1)', '(Denmark,1)', '(Netherlands,2)', '(Ireland,35)', '(Hong Kong,1)']"
"B.1.563","['(United Kingdom,23)', '(USA,19)', '(Cameroon,1)', '(Canada,2)', '(Germany,12)']"
"B.1.564","['(South Africa,1)', '(Mexico,2)', '(Canada,9)', '(India,1)', '(Northern Mariana Islands,1)', '(Denmark,1)', '(New Zealand,3)', '(Philippines,2)', '(USA,1937)']"
"B.1.564.1","['(Australia,1)', '(Canada,588)', '(USA,4)']"
"B.1.565","['(Denmark,17)', '(Slovenia,12)', '(Austria,2)', '(Canada,6)', '(Qatar,1)', '(Netherlands,1)', '(Greece,1)', '(Japan,2)', '(USA,828)', '(Nigeria,1)', '(New Zealand,2)', '(Switzerland,7)', '(Hong Kong,1)', '(Bosnia and Herzegovina,4)', '(Croatia,2)', '(Mexico,2)', '(Germany,17)', '(Australia,1)']"
"B.1.566","['(United Kingdom,1)', '(Switzerland,1)', '(USA,61)', '(Spain,5)', '(South Korea,1)', '(Italy,2)', '(Germany,3)', '(Brazil,4)', '(Colombia,2)']"
"B.1.567","['(USA,230)', '(Canada,5)', '(Mexico,1)', '(Iceland,1)']"
"B.1.568","['(Canada,1)', '(United Kingdom,2)', '(Australia,1)', '(USA,738)', '(France,1)']"
"B.1.569","['(USA,60)', '(India,9)']"
"B.1.570","['(Germany,2)', '(USA,34)', '(Canada,9)']"
"B.1.571","['(USA,78)']"
"B.1.572","['(USA,41)']"
"B.1.573","['(Canada,163)']"
"B.1.574","['(Canada,1)', '(USA,404)']"
"B.1.575","['(South Africa,1)', '(Japan,1)', '(Curacao,2)', '(United Kingdom,7)', '(Dominican Republic,22)', '(Finland,1)', '(Haiti,1)', '(Belgium,7)', '(Israel,7)', '(Switzerland,12)', '(Portugal,10)', '(Costa Rica,4)', '(USA,2540)', '(Canada,3)', '(Spain,94)', '(Aruba,15)', '(Sint Maarten,1)', '(Latvia,1)', '(Netherlands,5)', '(Taiwan,1)', '(Brazil,1)', '(Italy,3)', '(Turkey,2)', '(Chile,4)', '(France,6)', '(Argentina,1)', '(Denmark,5)', '(Poland,5)', '(Bonaire,18)', '(India,4)', '(Luxembourg,7)', '(Germany,11)', '(Bolivia,1)', '(Croatia,9)']"
"B.1.575.1","['(USA,3)', '(United Kingdom,3)', '(Sweden,5)', '(India,1)', '(Switzerland,8)', '(Spain,280)', '(Italy,1)', '(Turkey,2)', '(Portugal,3)', '(Denmark,3)', '(Luxembourg,2)', '(Germany,18)']"
"B.1.576","['(Switzerland,16)', '(United Kingdom,2)', '(USA,655)', '(Mexico,1)', '(Greece,1)', '(Denmark,3)', '(India,2)', '(Canada,4)', '(Germany,6)', '(Turkey,1)', '(Iceland,1)', '(Spain,1)']"
"B.1.577","['(Finland,1)', '(Germany,1)', '(Colombia,1)', '(South Africa,3)', '(Iceland,1)', '(Hong Kong,1)', '(Mozambique,1)', '(South Korea,1)', '(Canada,20)', '(Botswana,1)', '(United Kingdom,4)', '(Bangladesh,1)', '(Brazil,1)', '(Kenya,1)', '(Mexico,1)', '(France,1)', '(USA,1452)', '(Qatar,2)', '(Turkey,2)']"
"B.1.578","['(Cameroon,2)', '(Mexico,1)', '(USA,32)', '(Canada,2)']"
"B.1.579","['(USA,87)', '(Australia,1)']"
"B.1.580","['(France,1)', '(USA,71)', '(South Africa,1)']"
"B.1.581","['(Spain,1)', '(Panama,1)', '(USA,79)']"
"B.1.582","['(Brazil,4)', '(Mexico,1)', '(France,1)', '(United Kingdom,3)', '(Colombia,1)', '(USA,1424)', '(South Korea,1)', '(India,5)', '(Canada,4)', '(Denmark,11)', '(Gambia,1)']"
"B.1.585","['(Indonesia,2)', '(USA,22)']"
"B.1.586","['(USA,86)', '(Germany,1)']"
"B.1.587","['(USA,327)', '(Canada,55)']"
"B.1.588","['(USA,1015)', '(Aruba,2)', '(Switzerland,1)', '(Mexico,1)', '(Canada,3)', '(Ireland,5)']"
"B.1.588.1","['(Romania,26)']"
"B.1.589","['(USA,114)', '(Canada,1)']"
"B.1.590","['(USA,299)', '(Canada,27)', '(United Kingdom,1)', '(Morocco,1)', '(Nigeria,1)']"
"B.1.591","['(USA,78)']"
"B.1.592","['(Canada,25)']"
"B.1.593","['(USA,88)']"
"B.1.594","['(Brazil,1)', '(USA,30)']"
"B.1.595","['(Japan,3)', '(USA,2959)', '(Turkey,1)', '(United Kingdom,1)', '(Spain,3)', '(Switzerland,1)', '(Australia,1)', '(South Korea,1)', '(Mexico,4)', '(Hong Kong,1)', '(Canada,15)', '(Germany,1)', '(Estonia,3)', '(Bahamas,1)', '(Singapore,5)']"
"B.1.595.1","['(USA,150)', '(Hong Kong,1)']"
"B.1.595.2","['(USA,22)']"
"B.1.595.3","['(USA,36)']"
"B.1.595.4","['(USA,135)']"
"B.1.596","['(Germany,2)', '(South Korea,3)', '(Ecuador,2)', '(Chile,1)', '(Switzerland,1)', '(Iceland,1)', '(United Kingdom,3)', '(Belgium,1)', '(Colombia,2)', '(Croatia,1)', '(Costa Rica,3)', '(Japan,2)', '(Russia,1)', '(Curacao,1)', '(Greece,1)', '(Bermuda,2)', '(Canada,40)', '(Panama,1)', '(Denmark,1)', '(Mexico,32)', '(Poland,1)', '(Honduras,2)', '(France,1)', '(Hong Kong,1)', '(USA,9920)', '(India,18)', '(Spain,5)', '(Taiwan,1)', '(New Zealand,1)', '(Equatorial Guinea,1)', '(Senegal,1)', '(Italy,1)', '(Peru,1)', '(Rwanda,1)', '(Australia,5)', '(Turkey,1)']"
"B.1.596.1","['(Finland,1)', '(Kenya,8)', '(Australia,2)', '(USA,21)']"
"B.1.597","['(South Korea,3)', '(Tunisia,5)', '(Argentina,1)', '(Ireland,3)', '(Algeria,4)', '(Belgium,1)', '(Spain,26)', '(France,24)', '(Italy,1)', '(Germany,2)', '(Luxembourg,2)', '(Morocco,10)', '(Canada,3)']"
"B.1.598","['(Canada,46)', '(USA,1)']"
"B.1.599","['(Canada,10)', '(USA,188)', '(Mexico,3)']"
"B.1.6","['(France,4)', '(Democratic Republic of the Congo,6)', '(Belgium,39)', '(Ecuador,1)', '(Austria,1)', '(Australia,1)', '(United Kingdom,2)', '(South Africa,1)']"
"B.1.600","['(Spain,63)', '(Chile,7)', '(Morocco,1)', '(Argentina,4)', '(France,1)', '(United Kingdom,2)', '(Paraguay,1)', '(Bolivia,16)', '(USA,1)']"
"B.1.601","['(USA,17)', '(Costa Rica,2)']"
"B.1.602","['(USA,90)', '(Canada,1)']"
"B.1.603","['(Lithuania,1)', '(Cambodia,1)', '(USA,91)']"
"B.1.604","['(India,2)', '(Turkey,1)', '(USA,52)']"
"B.1.605","['(USA,109)']"
"B.1.606","['(USA,129)', '(Canada,1)', '(Egypt,1)']"
"B.1.607","['(USA,2)', '(United Kingdom,17)']"
"B.1.609","['(Mexico,163)', '(Norway,1)', '(France,1)', '(Indonesia,2)', '(Greece,1)', '(Romania,1)', '(Philippines,2)', '(Netherlands,1)', '(Japan,1)', '(Italy,1)', '(India,4)', '(United Kingdom,3)', '(Portugal,1)', '(Belgium,2)', '(Spain,2)', '(Canada,9)', '(USA,995)', '(Guam,1)', '(Austria,1)', '(Switzerland,9)']"
"B.1.610","['(Kenya,2)', '(Hungary,1)', '(Austria,4)', '(Senegal,1)', '(Spain,163)', '(Colombia,4)', '(South Africa,1)', '(Peru,7)', '(Thailand,1)', '(Denmark,1)', '(Qatar,3)', '(Germany,9)', '(Uruguay,3)', '(Finland,1)', '(USA,21)', '(Venezuela,1)', '(Portugal,3)', '(New Zealand,2)', '(Argentina,1)', '(United Kingdom,308)', '(France,1)', '(Hong Kong,1)', '(Sweden,2)', '(Chile,4)', '(Netherlands,1)', '(Japan,15)', '(Italy,1)', '(Australia,3)', '(Canada,6)', '(Iceland,10)', '(Mexico,12)', '(Turkey,1)']"
"B.1.611","['(USA,1)', '(Canada,23)']"
"B.1.612","['(South Africa,10)', '(Kenya,2)', '(Turkey,2)', '(Canada,4)', '(United Kingdom,1)', '(Japan,1)', '(Israel,1)', '(USA,559)', '(Sweden,1)', '(Mexico,1)', '(South Korea,2)', '(Italy,1)']"
"B.1.613","['(Denmark,37)']"
"B.1.614","['(Sweden,8)']"
"B.1.615","['(Canada,24)']"
"B.1.616","['(France,41)']"
"B.1.617","['(India,1)']"
"B.1.617.1","['(Singapore,59)', '(South Africa,1)', '(New Zealand,4)', '(Denmark,27)', '(USA,237)', '(Netherlands,9)', '(Sweden,5)', '(Spain,5)', '(Thailand,1)', '(Malaysia,1)', '(Finland,1)', '(Greece,1)', '(Curacao,1)', '(Sint Maarten,2)', '(Jordan,4)', '(Belgium,9)', '(Germany,84)', '(South Korea,5)', '(France,10)', '(Switzerland,11)', '(Australia,70)', '(Japan,25)', '(Qatar,5)', '(Austria,1)', '(Luxembourg,7)', '(Ireland,89)', '(Mexico,5)', '(Canada,38)', '(Slovakia,1)', '(Nepal,1)', '(Indonesia,3)', '(United Kingdom,371)', '(Portugal,9)', '(Bahrain,8)', '(Italy,6)', '(India,1945)', '(Guadeloupe,2)', '(Hong Kong,8)', '(Uganda,1)', '(Czech Republic,4)', '(Ghana,5)']"
"B.1.617.2","['(Uganda,4)', '(Argentina,1)', '(Iran,11)', '(Georgia,4)', '(Aruba,3)', '(Australia,129)', '(Denmark,78)', '(Austria,4)', '(Turkey,2)', '(Slovenia,2)', '(Belgium,150)', '(India,2617)', '(Singapore,233)', '(Reunion,1)', '(Cambodia,4)', '(Bangladesh,37)', '(Democratic Republic of the Congo,6)', '(Norway,39)', '(Indonesia,29)', '(Anguilla,1)', '(Mexico,24)', '(Vietnam,5)', '(Sint Maarten,2)', '(Malaysia,7)', '(Canada,126)', '(Jordan,1)', '(Sri Lanka,1)', '(Finland,9)', '(France,85)', '(Italy,130)', '(Romania,19)', '(Luxembourg,51)', '(China,7)', '(South Africa,14)', '(Botswana,3)', '(Thailand,7)', '(Sweden,13)', '(South Korea,1)', '(Guam,1)', '(Qatar,16)', '(Bahrain,11)', '(Poland,56)', '(Brazil,2)', '(Malta,1)', '(Japan,151)', '(Morocco,1)', '(Bulgaria,1)', '(Portugal,68)', '(Russia,88)', '(Netherlands,48)', '(Spain,98)', '(Nepal,6)', '(Israel,38)', '(USA,1578)', '(Czech Republic,9)', '(United Kingdom,16655)', '(Greece,3)', '(Switzerland,73)', '(Ireland,129)', '(Germany,494)', '(New Zealand,13)', '(Ghana,1)', '(Pakistan,1)', '(Hong Kong,2)']"
"B.1.617.3","['(India,79)', '(Russia,1)', '(USA,1)', '(United Kingdom,8)']"
"B.1.618","['(Russia,1)', '(Germany,2)', '(Singapore,1)', '(India,141)', '(United Kingdom,1)', '(Canada,2)', '(USA,4)']"
"B.1.619","['(Rwanda,1)', '(Canada,46)', '(Denmark,2)', '(Angola,1)', '(Russia,1)', '(South Korea,88)', '(Ireland,2)', '(Australia,1)', '(Gabon,1)', '(Turkey,37)', '(USA,22)', '(Switzerland,85)', '(Germany,223)', '(Cameroon,24)', '(Luxembourg,30)', '(Finland,1)', '(Sweden,1)', '(Poland,1)', '(United Kingdom,6)', '(Japan,1)', '(France,119)', '(Belgium,98)', '(South Africa,1)']"
"B.1.620","['(Belgium,16)', '(South Korea,84)', '(Czech Republic,4)', '(Ireland,1)', '(Austria,1)', '(Lithuania,100)', '(Netherlands,1)', '(Brazil,1)', '(Cameroon,5)', '(France,67)', '(Canada,2)', '(Central African Republic,49)', '(Germany,42)', '(Portugal,16)', '(Norway,1)', '(Philippines,2)', '(Equatorial Guinea,1)', '(Sweden,3)', '(Italy,6)', '(United Kingdom,18)', '(Switzerland,41)', '(Gibraltar,1)', '(Ghana,1)', '(USA,17)', '(Democratic Republic of the Congo,2)', '(Spain,4)']"
"B.1.621","['(USA,80)', '(United Kingdom,2)', '(Denmark,5)', '(Germany,4)', '(Curacao,8)', '(Aruba,8)', '(Mexico,20)', '(Colombia,132)', '(Sint Maarten,1)', '(Netherlands,27)', '(Switzerland,1)', '(Bonaire,2)', '(Italy,2)', '(Spain,73)']"
"B.1.622","['(Reunion,71)']"
"B.1.623","['(Netherlands,4)', '(Aruba,3)', '(Colombia,2)', '(Belgium,1)', '(Czech Republic,1)', '(USA,1241)', '(United Kingdom,2)', '(Switzerland,4)', '(Spain,5)', '(Canada,1)', '(France,1)', '(Italy,2)', '(Dominican Republic,2)', '(Curacao,1)', '(Mexico,1)']"
"B.1.67","['(United Kingdom,17)', '(USA,1)', '(Ecuador,5)']"
"B.1.69","['(Italy,4)', '(United Kingdom,23)']"
"B.1.70","['(USA,1)', '(United Kingdom,36)']"
